timestamp, PPG_1, PPG_2, window
1460803354,123919,1173690,1
1460803354,123911,1173468,1
1460803354,123851,1173873,1
1460803354,124018,1174163,1
1460803354,123847,1173963,1
1460803354,123942,1174215,1
1460803354,123907,1174423,1
1460803354,123907,1174436,1
1460803354,123902,1174658,1
1460803354,123907,1174645,1
1460803354,123873,1174671,1
1460803354,123873,1174185,1
1460803354,123826,1173775,1
1460803354,123885,1173570,1
1460803354,123907,1173784,1
1460803354,123928,1173805,1
1460803354,123826,1173426,1
1460803354,123856,1173596,1
1460803354,123771,1173690,1
1460803354,123703,1173400,1
1460803354,123732,1173524,1
1460803354,123651,1173621,1
1460803354,123604,1173123,1
1460803354,123669,1173400,1
1460803354,123604,1173221,1
1460803354,123527,1172897,1
1460803354,123608,1172415,1
1460803354,123578,1172116,1
1460803354,123540,1172154,1
1460803354,123583,1172205,1
1460803354,123583,1172188,1
1460803354,123481,1171937,1
1460803354,123540,1172031,1
1460803354,123536,1172044,1
1460803354,123557,1171716,1
1460803354,123498,1171830,1
1460803354,123485,1171966,1
1460803354,123485,1171779,1
1460803354,123404,1171259,1
1460803354,123382,1170874,1
1460803354,123408,1170610,1
1460803354,123455,1170252,1
1460803354,123408,1170419,1
1460803354,123464,1170171,1
1460803354,123373,1170252,1
1460803354,123382,1170333,1
1460803354,123361,1170188,1
1460803354,123297,1170397,1
1460803354,123386,1170436,1
1460803354,123382,1170090,1
1460803354,123417,1170397,1
1460803354,123310,1170653,1
1460803354,123369,1170406,1
1460803354,123339,1170610,1
1460803354,123382,1170601,1
1460803354,123352,1170402,1
1460803354,123442,1170184,1
1460803354,123382,1169822,1
1460803354,123417,1169634,1
1460803354,123400,1169361,1
1460803354,123365,1169526,1
1460803354,123331,1169280,1
1460803354,123421,1169253,1
1460803354,123430,1169587,1
1460803354,123425,1169458,1
1460803354,123434,1169475,1
1460803354,123451,1169544,1
1460803354,123417,1169488,1
1460803354,123447,1169651,1
1460803354,123425,1169958,1
1460803354,123413,1169714,1
1460803354,123373,1169894,1
1460803354,123373,1169600,1
1460803354,123566,1169595,1
1460803354,123447,1169505,1
1460803354,123485,1169710,1
1460803354,123532,1169672,1
1460803354,123549,1169907,1
1460803354,123570,1170180,1
1460803354,123527,1170038,1
1460803354,123566,1170299,1
1460803354,123570,1170768,1
1460803354,123536,1170444,1
1460803354,123540,1170772,1
1460803354,123646,1170935,1
1460803354,123646,1170755,1
1460803354,123553,1170555,1
1460803354,123655,1170482,1
1460803354,123642,1170380,1
1460803354,123655,1170197,1
1460803354,123711,1170457,1
1460803354,123703,1170328,1
1460803354,123749,1170726,1
1460803354,123741,1170994,1
1460803354,123788,1170832,1
1460803354,123779,1171058,1
1460803354,123707,1171391,1
1460803354,123775,1171147,1
1460803354,123741,1171340,1
1460803354,123690,1171566,1
1460803354,123677,1171327,1
1460803354,123673,1171310,1
1460803354,123711,1171075,1
1460803354,123677,1170772,1
1460803354,123646,1170414,1
1460803354,123591,1170082,1
1460803354,123570,1169839,1
1460803354,123651,1169936,1
1460803354,123604,1170055,1
1460803354,123570,1169714,1
1460803354,123553,1169390,1
1460803354,123515,1169634,1
1460803354,123570,1169327,1
1460803354,123489,1169480,1
1460803354,123493,1169731,1
1460803354,123515,1169526,1
1460803354,123527,1169638,1
1460803354,123400,1169851,1
1460803354,123421,1169710,1
1460803354,123447,1169310,1
1460803354,123438,1169007,1
1460803354,123438,1168751,1
1460803354,123373,1169015,1
1460803354,123455,1169224,1
1460803354,123459,1169028,1
1460803354,123344,1169215,1
1460803354,123373,1169540,1
1460803354,123348,1169241,1
1460803354,123356,1169245,1
1460803354,123356,1169331,1
1460803354,123348,1169049,1
1460803354,123322,1169276,1
1460803354,123318,1169412,1
1460803354,123382,1169190,1
1460803354,123314,1169407,1
1460803354,123344,1169361,1
1460803354,123216,1169041,1
1460803354,123293,1168887,1
1460803354,123352,1168571,1
1460803354,123305,1168328,1
1460803354,123365,1168047,1
1460803354,123331,1168354,1
1460803354,123297,1168030,1
1460803354,123382,1168430,1
1460803354,123301,1168652,1
1460803354,123293,1168542,1
1460803354,123314,1168844,1
1460803354,123382,1169202,1
1460803354,123297,1168836,1
1460803354,123339,1169164,1
1460803354,123322,1169322,1
1460803354,123335,1168972,1
1460803354,123267,1169202,1
1460803354,123276,1169054,1
1460803354,123382,1168849,1
1460803354,123327,1168819,1
1460803354,123378,1168444,1
1460803354,123396,1168235,1
1460803354,123386,1168542,1
1460803354,123297,1168861,1
1460803354,123382,1168690,1
1460803354,123373,1169049,1
1460803354,123378,1169390,1
1460803354,123451,1169331,1
1460803354,123455,1169693,1
1460803354,123442,1169744,1
1460803354,123455,1169689,1
1460803354,123481,1169621,1
1460803354,123468,1169429,1
1460803354,123459,1169293,1
1460803354,123464,1169612,1
1460803354,123472,1169907,1
1460803354,123629,1169719,1
1460803354,123532,1170112,1
1460803354,123506,1170286,1
1460803354,123519,1170150,1
1460803354,123515,1170406,1
1460803354,123519,1170730,1
1460803354,123515,1170709,1
1460803354,123617,1170948,1
1460803354,123549,1171195,1
1460803354,123608,1170897,1
1460803354,123574,1171067,1
1460803354,123617,1170956,1
1460803354,123629,1170709,1
1460803354,123634,1170529,1
1460803354,123621,1170307,1
1460803354,123646,1170086,1
1460803354,123642,1170372,1
1460803354,123655,1170584,1
1460803354,123625,1170324,1
1460803354,123634,1170448,1
1460803354,123612,1170555,1
1460803354,123549,1170311,1
1460803354,123638,1170453,1
1460803354,123502,1170538,1
1460803354,123523,1170180,1
1460803354,123574,1170282,1
1460803354,123481,1170363,1
1460803354,123365,1170082,1
1460803354,123447,1169617,1
1460803354,123476,1169194,1
1460803354,123489,1168836,1
1460803354,123400,1168563,1
1460803354,123356,1168776,1
1460803354,123361,1168529,1
1460803354,123365,1168742,1
1460803354,123413,1168891,1
1460803354,123378,1168627,1
1460803354,123373,1168747,1
1460803354,123356,1168405,1
1460803354,123434,1168179,1
1460803354,123386,1168491,1
1460803354,123378,1168588,1
1460803354,123318,1168366,1
1460803354,123361,1168576,1
1460803354,123365,1168810,1
1460803354,123373,1168503,1
1460803354,123271,1168277,1
1460803354,123288,1168106,1
1460803354,123293,1167765,1
1460803354,123271,1167880,1
1460803354,123233,1168320,1
1460803354,123233,1168320,1
1460803354,123225,1168213,1
1460803354,123276,1168400,1
1460803354,123276,1168400,1
1460803354,123246,1168123,1
1460803354,123225,1168537,1
1460803354,123263,1168226,1
1460803354,123263,1168089,1
1460803354,123271,1167833,1
1460803354,123242,1167581,1
1460803354,123280,1167454,1
1460803354,123199,1167735,1
1460803354,123280,1167569,1
1460803354,123157,1167884,1
1460803354,123229,1168707,1
1460803354,123229,1168707,1
1460803354,123263,1168588,1
1460803354,123314,1168785,1
1460803354,123305,1168648,1
1460803354,123288,1168891,1
1460803354,123301,1169194,1
1460803354,123310,1169024,1
1460803354,123327,1169369,1
1460803354,123327,1169369,1
1460803354,123327,1169241,1
1460803354,123348,1169045,1
1460803354,123237,1169011,1
1460803354,123310,1168836,1
1460803354,123344,1168755,1
1460803354,123404,1168976,1
1460803354,123365,1168785,1
1460803354,123396,1169105,1
1460803354,123493,1169727,1
1460803354,123493,1169727,1
1460803354,123468,1169706,1
1460803354,123523,1169996,1
1460803354,123549,1169826,1
1460803354,123574,1170248,1
1460803354,123557,1170550,1
1460803354,123646,1170461,1
1460803354,123651,1170504,1
1460803354,123612,1170290,1
1460803354,123608,1170260,1
1460803354,123629,1170086,1
1460803354,123788,1170380,1
1460803354,123669,1170090,1
1460803354,123715,1170397,1
1460803354,123591,1170584,1
1460803354,123663,1170290,1
1460803354,123617,1170478,1
1460803354,123608,1170649,1
1460803354,123690,1170465,1
1460803354,123625,1170572,1
1460803354,123587,1170764,1
1460803354,123617,1170320,1
1460803354,123600,1170542,1
1460803354,123498,1170448,1
1460803354,123574,1170580,1
1460803354,123540,1170167,1
1460803354,123515,1169702,1
1460803354,123481,1169446,1
1460803354,123442,1169032,1
1460803354,123459,1169288,1
1460803354,123485,1169096,1
1460803354,123438,1169228,1
1460803354,123369,1169348,1
1460803354,123417,1169130,1
1460803354,123331,1169219,1
1460803354,123297,1169407,1
1460803354,123297,1169407,1
1460803354,123430,1169407,1
1460803354,123310,1169075,1
1460803354,123297,1168955,1
1460803354,123318,1168635,1
1460803354,123161,1168495,1
1460803354,123208,1168209,1
1460803354,123267,1168405,1
1460803354,123280,1168707,1
1460803354,123288,1168542,1
1460803354,123263,1168759,1
1460803354,123348,1168912,1
1460803354,123152,1168648,1
1460803354,123117,1168900,1
1460803354,123220,1168986,1
1460803354,123220,1168827,1
1460803354,123297,1169058,1
1460803354,123297,1169058,1
1460803354,123250,1169079,1
1460803354,123169,1168639,1
1460803354,123208,1168785,1
1460803354,123242,1168525,1
1460803354,123263,1168725,1
1460803354,123250,1168857,1
1460803354,123216,1168635,1
1460803354,123208,1168853,1
1460803354,123169,1169113,1
1460803354,123199,1168721,1
1460803354,123199,1169147,1
1460803354,123152,1169327,1
1460803354,123246,1169177,1
1460803354,123216,1169578,1
1460803354,123220,1169702,1
1460803354,123305,1169890,1
1460803354,123254,1169625,1
1460803354,123254,1169386,1
1460803354,123288,1169259,1
1460803354,123263,1169071,1
1460803354,123246,1168904,1
1460803354,123271,1168725,1
1460803354,123225,1169020,1
1460803354,123322,1169249,1
1460803354,123288,1169062,1
1460803354,123382,1169382,1
1460803354,123301,1169693,1
1460803354,123356,1169557,1
1460803354,123442,1169770,1
1460803354,123396,1169924,1
1460803354,123339,1169834,1
1460803354,123348,1170141,1
1460803354,123310,1170461,1
1460803354,123421,1170167,1
1460803354,123390,1170043,1
1460803354,123400,1170013,1
1460803354,123442,1169672,1
1460803354,123438,1169454,1
1460803354,123481,1169731,1
1460803354,123382,1169497,1
1460803354,123421,1169830,1
1460803354,123527,1170060,1
1460803354,123566,1169936,1
1460803354,123629,1170205,1
1460803354,123502,1170410,1
1460803354,123591,1170141,1
1460803354,123510,1170116,1
1460803354,123612,1169949,1
1460803354,123634,1169761,1
1460803354,123561,1169566,1
1460803354,123570,1169651,1
1460803354,123642,1169276,1
1460803354,123587,1169488,1
1460803354,123617,1169549,1
1460803354,123591,1169318,1
1460803354,123553,1169488,1
1460803354,123489,1169608,1
1460803354,123459,1169301,1
1460803354,123455,1169348,1
1460803354,123451,1169458,1
1460803354,123413,1169164,1
1460803354,123339,1169185,1
1460803354,123361,1169318,1
1460803354,123331,1168963,1
1460803354,123413,1168580,1
1460803354,123288,1168106,1
1460803354,123288,1167932,1
1460803354,123276,1167513,1
1460803354,123250,1167748,1
1460803354,123305,1167296,1
1460803354,123246,1167689,1
1460803354,123242,1167884,1
1460803354,123284,1167667,1
1460803354,123318,1167829,1
1460803354,123225,1167898,1
1460803354,123165,1167638,1
1460803354,123259,1167650,1
1460803354,123267,1167859,1
1460803354,123195,1167629,1
1460803354,123212,1167680,1
1460803354,123199,1167795,1
1460803354,123191,1167646,1
1460803354,123165,1167386,1
1460803354,123225,1167240,1
1460803354,123220,1167006,1
1460803354,123117,1166733,1
1460803354,123212,1166861,1
1460803354,123191,1166665,1
1460803354,123225,1166853,1
1460803354,123157,1167206,1
1460803354,123191,1167010,1
1460803354,123225,1167253,1
1460803354,123233,1167475,1
1460803354,123267,1167321,1
1460803354,123237,1167569,1
1460803354,123271,1167906,1
1460803354,123254,1167629,1
1460803354,123233,1167710,1
1460803354,123250,1167518,1
1460803354,123237,1167348,1
1460803354,123305,1167240,1
1460803354,123361,1166955,1
1460803354,123322,1166882,1
1460803354,123434,1166652,1
1460803354,123386,1166853,1
1460803354,123314,1166677,1
1460803354,123352,1166989,1
1460803354,123404,1167313,1
1460803354,123382,1167172,1
1460803354,123434,1167488,1
1460803354,123430,1167676,1
1460803354,123430,1167655,1
1460803354,123519,1167411,1
1460803354,123583,1167590,1
1460803354,123502,1167471,1
1460803354,123515,1167356,1
1460803354,123587,1167684,1
1460803354,123617,1167693,1
1460803354,123608,1168081,1
1460803354,123540,1168392,1
1460803354,123587,1168417,1
1460803354,123612,1168520,1
1460803354,123749,1168972,1
1460803354,123681,1168972,1
1460803354,123754,1169236,1
1460803354,123771,1169557,1
1460803354,123732,1169488,1
1460803354,123805,1169761,1
1460803354,123805,1169553,1
1460803354,123868,1169382,1
1460803354,123847,1169259,1
1460803354,123800,1169156,1
1460803354,123788,1168942,1
1460803354,123813,1169160,1
1460803354,123902,1169497,1
1460803354,123792,1169365,1
1460803354,123868,1169809,1
1460803354,123834,1169894,1
1460803354,123788,1169702,1
1460803354,123775,1169932,1
1460803354,123754,1170137,1
1460803354,123796,1169787,1
1460803354,123809,1170038,1
1460803354,123758,1170231,1
1460803354,123754,1169915,1
1460803354,123788,1169549,1
1460803354,123741,1169185,1
1460803354,123669,1168874,1
1460803354,123655,1169134,1
1460803354,123720,1169378,1
1460803354,123737,1169164,1
1460803354,123715,1169224,1
1460803354,123694,1169505,1
1460803354,123673,1169139,1
1460803354,123570,1169267,1
1460803354,123612,1169403,1
1460803354,123681,1169232,1
1460803354,123595,1169441,1
1460803354,123608,1169608,1
1460803354,123570,1169352,1
1460803354,123557,1169536,1
1460803354,123566,1169587,1
1460803354,123493,1169356,1
1460803354,123510,1169062,1
1460803354,123540,1168819,1
1460803354,123625,1168580,1
1460803354,123540,1168354,1
1460803354,123523,1168652,1
1460803354,123472,1168354,1
1460803354,123549,1168759,1
1460803354,123523,1168951,1
1460803354,123561,1168656,1
1460803354,123523,1168917,1
1460803354,123498,1169202,1
1460803354,123523,1169024,1
1460803354,123544,1168747,1
1460803354,123578,1168597,1
1460803354,123561,1168188,1
1460803354,123557,1168017,1
1460803354,123595,1168192,1
1460803354,123549,1168115,1
1460803354,123540,1168243,1
1460803354,123587,1168605,1
1460803354,123566,1168426,1
1460803354,123570,1168810,1
1460803354,123540,1168951,1
1460803354,123540,1168747,1
1460803354,123634,1168917,1
1460803354,123617,1169122,1
1460803354,123540,1168874,1
1460803354,123604,1169126,1
1460803354,123642,1169139,1
1460803354,123642,1169045,1
1460803354,123578,1168793,1
1460803354,123566,1168597,1
1460803354,123642,1168542,1
1460803354,123549,1168844,1
1460803354,123642,1169122,1
1460803354,123673,1168951,1
1460803354,123608,1169194,1
1460803354,123651,1169122,1
1460803354,123694,1168963,1
1460803354,123651,1169263,1
1460803354,123715,1169446,1
1460803354,123737,1169348,1
1460803354,123762,1169595,1
1460803354,123813,1169975,1
1460803354,123783,1169839,1
1460803354,123834,1170004,1
1460803354,123860,1169770,1
1460803354,123851,1169608,1
1460803354,123856,1169544,1
1460803354,123851,1169446,1
1460803354,123915,1169236,1
1460803354,123792,1169378,1
1460803354,123898,1169139,1
1460803354,123919,1169032,1
1460803354,123771,1169297,1
1460803354,123779,1169587,1
1460803354,123775,1169344,1
1460803354,123809,1169484,1
1460803354,123762,1169634,1
1460803354,123720,1169407,1
1460803354,123771,1169748,1
1460803354,123698,1169809,1
1460803354,123638,1169331,1
1460803354,123694,1168963,1
1460803354,123707,1168627,1
1460803354,123677,1168298,1
1460803354,123591,1168008,1
1460803354,123591,1168081,1
1460803354,123498,1167863,1
1460803354,123510,1168127,1
1460803354,123459,1168400,1
1460803354,123570,1168136,1
1460803354,123510,1168362,1
1460803354,123519,1168563,1
1460803354,123455,1168281,1
1460803354,123510,1168478,1
1460803354,123396,1168422,1
1460803354,123417,1168110,1
1460803354,123400,1167919,1
1460803354,123331,1167607,1
1460803354,123335,1167356,1
1460803354,123229,1167799,1
1460803354,123425,1167911,1
1460803354,123425,1167911,1
1460803354,123344,1167825,1
1460803354,123373,1167979,1
1460803354,123373,1167979,1
1460803354,123339,1168140,1
1460803354,123314,1168286,1
1460803354,123314,1168286,1
1460803354,123331,1168115,1
1460803354,123267,1168269,1
1460803354,123339,1168102,1
1460803354,123305,1167829,1
1460803354,123314,1167603,1
1460803354,123284,1167206,1
1460803354,123314,1167057,1
1460803354,123280,1167352,1
1460803354,123305,1167018,1
1460803354,123242,1167266,1
1460803354,123386,1167556,1
1460803354,123237,1167300,1
1460803354,123348,1167577,1
1460803354,123361,1167791,1
1460803354,123327,1167761,1
1460803354,123263,1167940,1
1460803354,123352,1168171,1
1460803354,123365,1167915,1
1460803354,123339,1168264,1
1460803354,123425,1168196,1
1460803354,123404,1168085,1
1460803354,123408,1167710,1
1460803354,123451,1167615,1
1460803354,123369,1167505,1
1460803354,123447,1167168,1
1460803354,123438,1167594,1
1460803354,123417,1167492,1
1460803354,123447,1167748,1
1460803354,123481,1168123,1
1460803354,123390,1167915,1
1460803354,123400,1168171,1
1460803354,123451,1168533,1
1460803354,123489,1168320,1
1460803354,123481,1168648,1
1460803354,123464,1168942,1
1460803354,123510,1168904,1
1460803354,123510,1168904,1
1460803354,123540,1168713,1
1460803354,123489,1168508,1
1460803354,123570,1168422,1
1460803354,123459,1168567,1
1460803354,123493,1168341,1
1460803354,123493,1168601,1
1460803354,123438,1168707,1
1460803354,123421,1168499,1
1460803354,123390,1168559,1
1460803354,123331,1168601,1
1460803354,123455,1168559,1
1460803354,123369,1168281,1
1460803354,123327,1168102,1
1460803354,123335,1167932,1
1460803354,123305,1167581,1
1460803354,123301,1167304,1
1460803354,123280,1166831,1
1460803354,123157,1166605,1
1460803354,123208,1166775,1
1460803354,123233,1166519,1
1460803354,123242,1166699,1
1460803354,123195,1166989,1
1460803354,123195,1166784,1
1460803354,123135,1166916,1
1460803354,123105,1167143,1
1460803354,123161,1166823,1
1460803354,123105,1167121,1
1460803354,123049,1167291,1
1460803354,123123,1167121,1
1460803354,123123,1167044,1
1460803354,123062,1167151,1
1460803354,123113,1166827,1
1460803354,123113,1166443,1
1460803354,123032,1166443,1
1460803354,123041,1166123,1
1460803354,123131,1166277,1
1460803354,123058,1166460,1
1460803354,123045,1166294,1
1460803354,123011,1166400,1
1460803354,123123,1166652,1
1460803354,123037,1166417,1
1460803354,123045,1166728,1
1460803354,123028,1166967,1
1460803354,123007,1166665,1
1460803354,123015,1166861,1
1460803354,123045,1167202,1
1460803354,123045,1167202,1
1460803354,123015,1167424,1
1460803354,123049,1167023,1
1460803354,123028,1167300,1
1460803354,123088,1166942,1
1460803354,123049,1167223,1
1460803354,123140,1166895,1
1460803354,123003,1167177,1
1460803354,123024,1167420,1
1460803354,123079,1167134,1
1460803354,123011,1167325,1
1460803354,123144,1167526,1
1460803354,123049,1167399,1
1460803354,123049,1167718,1
1460803354,123062,1168021,1
1460803354,123079,1167701,1
1460803354,123092,1167744,1
1460803354,123152,1167987,1
1460803354,123157,1167740,1
1460803354,123199,1167496,1
1460803354,123203,1167598,1
1460803354,123220,1167467,1
1460803354,123233,1167752,1
1460803354,123203,1168171,1
1460803354,123242,1167996,1
1460803354,123178,1168119,1
1460803354,123199,1168379,1
1460803354,123229,1168136,1
1460803354,123178,1168218,1
1460803354,123212,1168294,1
1460803354,123178,1168076,1
1460803354,123195,1168324,1
1460803354,123178,1168516,1
1460803354,123165,1168064,1
1460803354,123131,1167667,1
1460803354,123113,1167352,1
1460803354,123024,1167014,1
1460803354,123041,1166550,1
1460803354,123037,1166588,1
1460803354,123020,1166294,1
1460803354,122994,1166489,1
1460803354,122960,1166720,1
1460803354,122969,1166396,1
1460803354,122926,1166383,1
1460803354,122871,1166434,1
1460803354,122892,1166038,1
1460803354,122867,1165956,1
1460803354,122871,1165602,1
1460803354,122905,1165172,1
1460803354,122781,1164839,1
1460803354,122785,1165048,1
1460803354,122836,1164608,1
1460803354,122764,1164813,1
1460803354,122802,1164860,1
1460803354,122827,1164587,1
1460803354,122793,1164783,1
1460803354,122738,1165103,1
1460803354,122738,1164783,1
1460803354,122755,1164830,1
1460803354,122798,1165039,1
1460803354,122662,1164805,1
1460803354,122674,1164980,1
1460803354,122708,1164868,1
1460803354,122666,1164895,1
1460803354,122747,1164715,1
1460803354,122653,1164908,1
1460803354,122615,1164608,1
1460803354,122581,1164152,1
1460803354,122615,1164476,1
1460803354,122581,1164293,1
1460803354,122619,1164578,1
1460803354,122628,1164673,1
1460803354,122577,1164425,1
1460803354,122554,1164549,1
1460803354,122559,1164578,1
1460803354,122683,1164362,1
1460803354,122636,1164314,1
1460803354,122653,1164583,1
1460803354,122615,1164379,1
1460803354,122615,1164379,1
1460803354,122704,1164049,1
1460803354,122679,1163875,1
1460803354,122734,1163657,1
1460803354,122708,1163577,1
1460803354,122670,1163414,1
1460803354,122713,1163538,1
1460803354,122683,1163956,1
1460803354,122700,1163811,1
1460803354,122730,1164076,1
1460803354,122730,1164353,1
1460803354,122713,1164280,1
1460803354,122751,1164502,1
1460803354,122704,1164805,1
1460803354,122696,1164698,1
1460803354,122708,1164963,1
1460803354,122776,1165206,1
1460803354,122789,1165052,1
1460803354,122844,1164895,1
1460803354,122751,1164720,1
1460803354,122819,1164549,1
1460803354,122832,1164707,1
1460803354,122806,1165065,1
1460803354,122823,1164737,1
1460803354,122776,1164796,1
1460803354,122840,1164954,1
1460803354,122708,1164544,1
1460803354,122755,1164669,1
1460803354,122776,1164809,1
1460803354,122628,1164506,1
1460803354,122662,1164408,1
1460803354,122594,1163973,1
1460803354,122725,1163606,1
1460803354,122559,1163090,1
1460803354,122589,1162732,1
1460803354,122585,1162416,1
1460803354,122516,1162497,1
1460803354,122589,1162697,1
1460803354,122508,1162360,1
1460803354,122465,1162463,1
1460803354,122380,1162625,1
1460803354,122537,1162399,1
1460803354,122499,1162472,1
1460803354,122512,1162724,1
1460803354,122406,1162399,1
1460803354,122465,1162420,1
1460803354,122406,1162676,1
1460803354,122376,1162258,1
1460803354,122376,1161985,1
1460803354,122342,1161588,1
1460803354,122380,1161315,1
1460803354,122376,1161038,1
1460803354,122308,1161268,1
1460803354,122376,1161086,1
1460803354,122235,1161336,1
1460803354,122355,1161563,1
1460803354,122312,1161192,1
1460803354,122290,1161393,1
1460803354,122196,1161580,1
1460803354,122298,1161285,1
1460803354,122333,1161490,1
1460803354,122329,1161776,1
1460803354,122338,1161363,1
1460803354,122222,1161558,1
1460803354,122252,1161797,1
1460803354,122230,1161503,1
1460803354,122256,1161294,1
1460803354,122252,1161051,1
1460803354,122298,1160953,1
1460803354,122252,1161247,1
1460803354,122269,1161627,1
1460803354,122264,1161380,1
1460803354,122308,1161615,1
1460803354,122286,1161973,1
1460803354,122350,1161712,1
1460803354,122350,1161985,1
1460803354,122286,1162292,1
1460803354,122363,1162058,1
1460803354,122397,1162360,1
1460803354,122410,1162753,1
1460803354,122346,1162502,1
1460803354,122486,1162565,1
1460803354,122316,1162318,1
1460803354,122418,1162182,1
1460803354,122414,1161956,1
1460803354,122520,1161848,1
1460803354,122546,1161661,1
1460803354,122495,1161973,1
1460803354,122594,1162348,1
1460803354,122577,1162190,1
1460803354,122571,1162519,1
1460803354,122589,1163014,1
1460803354,122594,1162667,1
1460803354,122585,1162962,1
1460803354,122683,1163001,1
1460803354,122606,1162851,1
1460803354,122598,1162604,1
1460803354,122550,1162390,1
1460803354,122559,1162544,1
1460803354,122533,1162284,1
1460803354,122533,1161905,1
1460803354,122457,1161418,1
1460803354,122499,1161584,1
1460803354,122452,1161772,1
1460803354,122478,1161439,1
1460803354,122418,1161520,1
1460803354,122457,1161649,1
1460803354,122393,1161268,1
1460803354,122367,1161363,1
1460803354,122329,1161469,1
1460803354,122363,1161086,1
1460803354,122333,1160932,1
1460803354,122316,1160667,1
1460803364,122359,1160322,2
1460803364,122264,1159942,2
1460803364,122277,1160100,2
1460803364,122235,1159818,2
1460803364,122260,1159989,2
1460803364,122235,1160134,2
1460803364,122222,1159886,2
1460803364,122252,1160198,2
1460803364,122103,1160377,2
1460803364,122171,1160083,2
1460803364,122150,1160356,2
1460803364,122073,1160582,2
1460803364,122082,1160322,2
1460803364,122082,1160586,2
1460803364,122094,1160790,2
1460803364,122128,1160407,2
1460803364,122171,1160113,2
1460803364,122031,1159694,2
